town_code,town_name,population,size,region,coastal,work_town_code,work_town_name,work_town_size,job_density,income,university,perc_age_35_to_64_l4,pop_in_ks4,perc_age_18_l2,perc_age_18_l3,perc_age_19_full_time_higher_ed,perc_age_19_sustained_further_ed,perc_age_19_apprenticeships,perc_age_19_sustained_emp_over_0,perc_age_19_sustained_emp_over_10000,perc_age_22_l1_to_l2,perc_age_22_l3_to_l5,perc_age_22_l6_to_l8,avg_level_age_22,education_score
E35000194,Morley BUASD,29673,Medium Towns,Yorkshire and The Humber,Non-coastal,E30000229,Leeds,Majority conurbation,Working,Higher deprivation towns,No university,Low,315,90.15873016,55.87301587,33.33333333,19.36507937,13.33333333,53.65079365,28.88888889,25.2,45.5,28.7,3.593650794,2.580287156
E35000198,Gillingham BUASD,104157,Large Towns,South East,Non-coastal,E30000242,Medway,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,1252,88.17891374,47.52396166,33.54632588,17.73162939,10.38338658,47.84345048,22.84345048,29.7,41,27.6,3.480031949,-0.338993657
E35000202,Pelton BUASD,5278,Small Towns,North East,Non-coastal,E30000245,Newcastle,Majority conurbation,Residential,Higher deprivation towns,No university,Low,74,87.83783784,37.83783784,27.02702703,24.32432432,16.21621622,37.83783784,NA,28.9,42.1,NA,3.405405405,-1.58142348
E35000203,Rothwell BUASD,19512,Small Towns,Yorkshire and The Humber,Non-coastal,E30000229,Leeds,Majority conurbation,Residential,Mid deprivation towns,No university,Low,194,78.86597938,47.42268041,25.77319588,25.25773196,15.46391753,48.45360825,25.25773196,24,51.6,20.8,3.304123711,-0.986711753
E35000207,Aldershot BUASD,57211,Medium Towns,South East,Non-coastal,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Medium,603,81.42620232,46.76616915,29.85074627,16.91542289,11.27694859,51.40961857,29.51907131,25.6,48.4,23.3,3.364842454,-1.656571902
E35000218,Dunstable BUASD,30184,Medium Towns,East of England,Non-coastal,E30000237,Luton,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Low,362,83.14917127,48.06629834,34.53038674,18.50828729,11.60220994,55.52486188,30.11049724,27,43,28.9,3.574585635,-1.085901732
E35000219,Trimley St Mary BUASD,5607,Small Towns,East of England,Non-coastal,E30000222,Ipswich,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,63,73.01587302,53.96825397,31.74603175,25.3968254,22.22222222,65.07936508,36.50793651,23.1,41.5,NA,3.46031746,-2.156351207
E35000220,Braunton BUASD,7353,Small Towns,South West,Non-coastal,E30000162,Barnstaple,Majority rural,Residential,Lower deprivation towns,No university,Medium,70,88.57142857,50,28.57142857,20,15.71428571,54.28571429,30,27.1,51.4,NA,3.371428571,-1.206411528
E35000224,Hazel Grove BUASD,19365,Small Towns,North West,Non-coastal,E30000239,Manchester,Majority conurbation,Working,Lower deprivation towns,No university,Medium,203,93.10344828,58.62068966,32.01970443,24.13793103,17.73399015,61.08374384,29.06403941,12.7,59,26.8,3.645320197,3.840141386
E35000225,Northfleet BUASD,27628,Medium Towns,South East,Non-coastal,E30000234,London,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,323,81.98757764,47.51552795,30.95975232,14.86068111,8.049535604,46.13003096,24.45820433,32.4,40.7,24.7,3.309597523,-1.811253124
E35000229,New Milton BUASD,19969,Small Towns,South East,Non-coastal,E30000175,Bournemouth,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Low,199,83.41708543,45.72864322,22.61306533,20.60301508,14.57286432,59.29648241,34.17085427,31.2,43.7,22.6,3.271356784,-1.425647801
E35000230,Heckmondwike BUASD,12085,Small Towns,Yorkshire and The Humber,Non-coastal,E30000219,Huddersfield,Majority conurbation,Residential,Higher deprivation towns,No university,Low,158,84.81012658,46.20253165,31.64556962,25.3164557,13.29113924,42.40506329,21.51898734,23.8,48.8,25,3.411392405,-2.180692894
E35000236,Ashtead BUASD,13901,Small Towns,South East,Non-coastal,E30000234,London,Majority conurbation,Mixed,Lower deprivation towns,No university,High,162,94.44444444,73.45679012,55.55555556,11.11111111,NA,41.35802469,19.13580247,9.8,37.8,51.8,4.432098765,8.063923033
E35000243,Altrincham BUASD,52419,Medium Towns,North West,Non-coastal,E30000239,Manchester,Majority conurbation,Working,Lower deprivation towns,No university,High,573,89.17975567,68.58638743,54.10122164,12.91448517,7.678883072,42.93193717,16.57940663,14.3,41.1,43.7,4.137870855,6.056482702
E35000246,Hullbridge BUASD,6097,Small Towns,East of England,Non-coastal,E30000268,Southend,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,98,89.79591837,52.04081633,30.6122449,17.34693878,12.24489796,51.02040816,27.55102041,24.7,48.5,25.8,3.5,0.879268136
E35000247,Bilston BUASD,29556,Medium Towns,West Midlands,Non-coastal,E30000288,Wolverhampton and Walsall,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,359,77.99442897,37.32590529,26.46239554,22.00557103,15.04178273,38.44011142,19.49860724,34.9,39.7,22.3,3.22005571,-3.973907614
E35000248,Woodbridge BUASD,11341,Small Towns,East of England,Non-coastal,E30000222,Ipswich,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,124,88.70967742,67.74193548,48.38709677,16.93548387,9.677419355,45.16129032,17.74193548,21.4,34.9,43.7,4.032258065,3.16352695
E35000251,Winchester BUASD,45184,Medium Towns,South East,Non-coastal,E30000267,Southampton,Majority town and city (Large Towns),Working,Lower deprivation towns,University,High,383,90.8616188,65.27415144,48.30287206,11.48825065,6.527415144,51.69712794,21.93211488,15.4,45.7,37.9,3.939947781,4.068887671
E35000252,Histon BUASD,7866,Small Towns,East of England,Non-coastal,E30000186,Cambridge,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,87,96.55172414,64.36781609,57.47126437,13.79310345,11.49425287,36.7816092,19.54022989,15.1,36,46.5,4.229885057,6.779463444
E35000254,Denton BUASD,36591,Medium Towns,North West,Non-coastal,E30000239,Manchester,Majority conurbation,Residential,Higher deprivation towns,No university,Low,422,83.88625592,44.78672986,29.62085308,21.32701422,16.3507109,52.8436019,25.82938389,26.7,47.9,23.6,3.381516588,0.284171701
E35000255,Plymstock BUASD,25221,Medium Towns,South West,Coastal,E30000253,Plymouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,286,90.90909091,55.59440559,36.71328671,28.32167832,21.32867133,57.34265734,23.07692308,19.8,49.3,29.5,3.629370629,2.878987054
E35000257,Irlam BUASD,19933,Small Towns,North West,Non-coastal,E30000239,Manchester,Majority conurbation,Working,Higher deprivation towns,No university,Low,266,77.06766917,42.85714286,24.43609023,18.42105263,7.518796992,58.27067669,30.82706767,37.9,38.3,20.8,3.135338346,-3.240896417
E35000258,Bedworth BUASD,30648,Medium Towns,West Midlands,Non-coastal,E30000195,Coventry,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,359,74.09470752,38.99721448,23.67688022,23.39832869,14.7632312,57.10306407,34.26183844,34.5,42.6,20.9,3.239554318,-2.756130842
E35000260,Brighton and Hove BUASD,229700,City,South East,Coastal,E30000179,Brighton,Majority town and city (Large Towns),Working,Cities,University,High,1753,81.90639269,53.59589041,37.36451797,13.57672561,5.875641757,36.16657159,13.00627496,21.4,49.1,27.4,3.52196235,0.666461582
E35000262,Whickham BUASD,16652,Small Towns,North East,Non-coastal,E30000245,Newcastle,Majority conurbation,Working,Mid deprivation towns,No university,Medium,194,92.26804124,64.94845361,41.2371134,25.25773196,19.07216495,46.90721649,18.55670103,17.4,42.1,38.5,3.948453608,6.029443478
E35000267,Kirkby-in-Ashfield BUASD,26927,Medium Towns,East Midlands,Non-coastal,E30000240,Mansfield,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,356,67.13483146,30.8988764,23.87640449,28.37078652,18.25842697,48.87640449,23.03370787,42.3,32.2,21,3.019662921,-3.974575654
E35000268,Yatton BUASD,7203,Small Towns,South West,Non-coastal,E30000285,Weston-super-Mare,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,92,92.39130435,60.86956522,38.04347826,22.82608696,15.2173913,44.56521739,17.39130435,20.4,41.9,37.6,3.858695652,1.762950972
E35000277,Middleton (Rochdale) BUASD,42972,Medium Towns,North West,Non-coastal,E30000239,Manchester,Majority conurbation,Residential,Higher deprivation towns,No university,Low,528,85.60606061,40.90909091,28.40909091,22.15909091,13.4469697,45.83333333,18.75,27.6,47.3,22.8,3.346590909,-1.577901901
E35000278,Swinton BUASD,25362,Medium Towns,North West,Non-coastal,E30000239,Manchester,Majority conurbation,Working,Higher deprivation towns,No university,Low,285,88.07017544,56.49122807,35.0877193,22.45614035,13.33333333,45.96491228,19.64912281,18.7,50.7,28.2,3.6,1.73714735
E35000279,Sandhurst BUASD,20495,Medium Towns,South East,Non-coastal,E30000256,Reading,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,244,84.01639344,55.32786885,34.83606557,14.75409836,9.426229508,52.86885246,33.60655738,21.8,44.4,30.9,3.618852459,2.397830523
E35000280,St Austell BUASD,23864,Medium Towns,South West,Coastal,E30000270,St Austell and Newquay,Majority rural,Mixed,Higher deprivation towns,No university,Low,274,81.38686131,49.6350365,29.19708029,23.72262774,11.31386861,55.47445255,19.7080292,23.6,49.8,23.6,3.368613139,-0.62557946
E35000281,Swallownest BUASD,15022,Small Towns,Yorkshire and The Humber,Non-coastal,E30000261,Sheffield,Majority conurbation,Residential,Higher deprivation towns,No university,Low,180,86.11111111,48.33333333,33.33333333,26.11111111,17.22222222,49.44444444,23.88888889,24.7,49.4,25.3,3.561111111,2.727162075
E35000284,Dudley (Dudley) BUASD,79379,Large Towns,West Midlands,Non-coastal,E30000202,Dudley,Majority conurbation,Working,Higher deprivation towns,No university,Low,1011,80.21760633,40.45499505,28.68447082,20.27695351,10.08902077,42.03758655,20.07912957,33.5,42.5,22.3,3.267062315,-3.209162913
E35000289,Great Harwood BUASD,10800,Small Towns,North West,Non-coastal,E30000170,Blackburn,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,117,82.05128205,50.42735043,34.18803419,28.20512821,17.94871795,50.42735043,25.64102564,21.8,47.1,29.4,3.581196581,-0.300604437
E35000294,Groby BUASD,6782,Small Towns,East Midlands,Non-coastal,E30000230,Leicester,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,59,93.22033898,64.40677966,42.37288136,32.20338983,20.33898305,45.76271186,NA,NA,42.6,41,4.033898305,5.520220795
E35000295,Knottingley BUASD,13971,Small Towns,Yorkshire and The Humber,Non-coastal,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,145,78.62068966,28.27586207,13.79310345,18.62068966,13.10344828,48.27586207,26.89655172,41.5,41.5,NA,2.813793103,-5.195221651
E35000297,Cullompton BUASD,7439,Small Towns,South West,Non-coastal,E30000206,Exeter,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Low,71,85.91549296,47.88732394,14.08450704,22.53521127,15.49295775,50.70422535,26.76056338,30.4,58,NA,2.845070423,-3.054432815
E35000298,Wednesfield BUASD,25303,Medium Towns,West Midlands,Non-coastal,E30000288,Wolverhampton and Walsall,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,320,79.6875,41.25,32.8125,20,14.6875,43.4375,22.5,32,37,29.8,3.54375,-0.16735383
E35000300,Waterbeach BUASD,5210,Small Towns,East of England,Non-coastal,E30000186,Cambridge,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,49,83.67346939,51.02040816,30.6122449,NA,NA,65.30612245,38.7755102,26,40,NA,3.428571429,-0.396774338
E35000312,Ince-in-Makerfield BUASD,12243,Small Towns,North West,Non-coastal,E30000284,Warrington and Wigan,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,169,86.39053254,36.68639053,23.66863905,21.30177515,14.20118343,54.43786982,27.21893491,36.1,42,20.7,3.189349112,-4.369479427
E35000316,Salford BUASD,103886,Large Towns,North West,Non-coastal,E30000239,Manchester,Majority conurbation,Working,Higher deprivation towns,University,Low,914,79.84665936,38.88280394,27.35229759,21.11597374,13.6761488,44.42013129,21.66301969,27.9,49.9,20.2,3.257111597,-2.491062456
E35000317,Halifax BUASD,88134,Large Towns,Yorkshire and The Humber,Non-coastal,E30000029,Halifax,Majority conurbation,Working,Higher deprivation towns,No university,Low,1095,80.91324201,44.84018265,36.52968037,20.456621,11.41552511,36.62100457,16.43835616,27.3,43.1,27.3,3.479452055,-0.711623244
E35000322,Crowthorne BUASD,14263,Small Towns,South East,Non-coastal,E30000256,Reading,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,154,90.90909091,76.62337662,55.19480519,15.58441558,12.98701299,45.45454545,22.07792208,13.8,36.8,49.3,4.37012987,8.023612449
E35000326,Bromsgrove BUASD,33461,Medium Towns,West Midlands,Non-coastal,E30000169,Birmingham,Majority conurbation,Working,Mid deprivation towns,No university,Medium,374,82.0855615,51.06951872,34.75935829,21.12299465,13.36898396,46.79144385,21.12299465,25.5,41.7,30.9,3.625668449,-0.02223226
E35000334,St Blazey BUASD,9958,Small Towns,South West,Coastal,E30000270,St Austell and Newquay,Majority rural,Residential,Higher deprivation towns,No university,Low,142,80.98591549,46.47887324,24.64788732,24.64788732,13.38028169,42.95774648,23.94366197,23.2,57,17.6,3.225352113,-2.256889066
E35000338,Gatley BUASD,20997,Medium Towns,North West,Non-coastal,E30000239,Manchester,Majority conurbation,Mixed,Lower deprivation towns,No university,Medium,223,88.78923767,64.12556054,49.32735426,18.83408072,12.55605381,43.49775785,19.28251121,11.1,50.2,37.8,4.004484305,5.793173582
E35000339,Bloxwich BUASD,47288,Medium Towns,West Midlands,Non-coastal,E30000288,Wolverhampton and Walsall,Majority conurbation,Residential,Higher deprivation towns,No university,Low,596,65.43624161,27.01342282,17.61744966,23.65771812,15.93959732,41.27516779,18.95973154,45.2,35.8,14.2,2.815436242,-6.351488055
E35000343,Pickering BUASD,6588,Small Towns,Yorkshire and The Humber,Non-coastal,E30000238,Malton,Majority rural,Working,Mid deprivation towns,No university,Medium,90,96.66666667,66.66666667,38.88888889,18.88888889,12.22222222,55.55555556,27.77777778,15.7,44.9,39.3,4.055555556,5.065109445
E35000347,Woburn Sands BUASD,5959,Small Towns,South East,Non-coastal,E30000243,Milton Keynes,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,High,54,87.03703704,64.81481481,55.55555556,NA,NA,48.14814815,20.37037037,20.4,33.3,46.3,4.185185185,3.95902288
E35000348,Heathfield BUASD,7732,Small Towns,South East,Non-coastal,E30000281,Tunbridge Wells,Majority town and city (small),Mixed,Lower deprivation towns,No university,Medium,105,85.71428571,48.57142857,23.80952381,17.14285714,10.47619048,60,28.57142857,19.4,58.3,NA,3.361904762,1.543776057
E35000354,Euxton BUASD,8118,Small Towns,North West,Non-coastal,E30000255,Preston,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,109,94.49541284,67.88990826,41.28440367,22.93577982,NA,48.62385321,17.43119266,NA,52.3,37.4,4.055045872,6.903651622
E35000355,Weston BUASD,6069,Small Towns,South West,Coastal,E30000046,Dorchester and Weymouth,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,83,79.51807229,37.34939759,18.07228916,33.73493976,16.86746988,55.42168675,20.48192771,29.4,45.9,NA,3.325301205,-2.824429521
E35000357,Kingswinford BUASD,50801,Medium Towns,West Midlands,Non-coastal,E30000202,Dudley,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,576,88.19444444,56.59722222,35.59027778,27.25694444,19.27083333,51.21527778,24.30555556,16,51.3,31.3,3.770833333,2.382700835
E35000358,Uckfield BUASD,15213,Small Towns,South East,Non-coastal,E30000204,Eastbourne,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,184,89.13043478,63.58695652,38.04347826,17.39130435,10.32608696,55.97826087,29.34782609,15.7,48.1,32.4,3.684782609,3.926932387
E35000359,Wells BUASD,10536,Small Towns,South West,Non-coastal,E30000274,Street and Wells,Majority rural,Working,Mid deprivation towns,No university,Medium,108,83.33333333,51.85185185,32.40740741,24.07407407,11.11111111,40.74074074,16.66666667,24.3,44.9,28,3.453703704,-1.355545101
E35000360,Hetton-le-Hole BUASD,12127,Small Towns,North East,Non-coastal,E30000275,Sunderland,Majority conurbation,Residential,Higher deprivation towns,No university,Low,152,75.65789474,40.78947368,29.60526316,26.31578947,15.78947368,50,18.42105263,30.5,38.3,29.2,3.480263158,-0.572072407
E35000362,Trowbridge BUASD,39409,Medium Towns,South West,Non-coastal,E30000280,Trowbridge,Majority town and city (small),Mixed,Mid deprivation towns,No university,Medium,509,77.99607073,45.77603143,35.36345776,16.11001965,9.233791749,52.25933202,23.77210216,32.4,39.1,26.5,3.373280943,-1.978006498
E35000363,Redhill BUASD,34498,Medium Towns,South East,Non-coastal,E30000196,Crawley,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,352,81.81818182,49.14772727,38.35227273,14.20454545,6.25,46.30681818,22.44318182,20.8,44.2,32.8,3.696022727,-0.496324682
E35000364,Addlestone BUASD,15883,Small Towns,South East,Non-coastal,E30000266,Slough and Heathrow,Majority conurbation,Mixed,Lower deprivation towns,No university,Medium,168,84.52380952,53.57142857,32.73809524,14.28571429,10.71428571,51.19047619,26.78571429,19.9,51.2,27.1,3.607142857,2.405694248
E35000368,Haydock BUASD,16521,Small Towns,North West,Non-coastal,E30000284,Warrington and Wigan,Majority conurbation,Working,Higher deprivation towns,No university,Low,189,86.77248677,45.5026455,29.1005291,33.33333333,22.75132275,51.85185185,25.3968254,26.2,46.6,26.2,3.476190476,-0.13571104
E35000378,Coleford BUASD,5103,Small Towns,South West,Non-coastal,K01000005,Cinderford and Ross-on-Wye,Majority rural,Working,Higher deprivation towns,No university,Low,56,73.21428571,26.78571429,NA,21.42857143,NA,50,25,43.6,41.8,NA,2.678571429,-6.356277691
E35000380,Smethwick BUASD,48765,Medium Towns,West Midlands,Non-coastal,E30000169,Birmingham,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,659,75.26555387,45.52352049,38.69499241,17.29893778,9.408194234,32.01820941,11.53262519,29.5,41,28.7,3.506828528,-1.851598092
E35000381,Sutton in Ashfield BUASD,45848,Medium Towns,East Midlands,Non-coastal,E30000240,Mansfield,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,499,72.94589178,31.26252505,20.04008016,26.65330661,18.03607214,53.70741483,29.85971944,40.5,39.5,17,3.028056112,-3.76077978
E35000382,Kidlington BUASD,15046,Small Towns,South East,Non-coastal,E30000250,Oxford,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,149,75.16778523,41.61073826,30.20134228,22.14765101,13.42281879,50.33557047,28.18791946,24.2,45.6,26.8,3.429530201,-1.342192217
E35000386,Chigwell BUASD,10365,Small Towns,East of England,Non-coastal,E30000234,London,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,125,88.8,60,44,12,NA,35.2,19.2,20,41.6,36,3.8,2.110547111
E35000387,Ossett BUASD,21231,Medium Towns,Yorkshire and The Humber,Non-coastal,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Low,231,80.51948052,55.84415584,32.46753247,23.37662338,14.28571429,53.24675325,29.87012987,24.2,45.5,28.1,3.584415584,4.080223424
E35000388,Mansfield Woodhouse BUASD,18574,Small Towns,East Midlands,Non-coastal,E30000240,Mansfield,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,226,81.4159292,39.38053097,26.54867257,26.54867257,19.46902655,49.11504425,21.68141593,35.6,42.7,20,3.185840708,-2.189665402
E35000390,Southend-on-Sea BUASD,175547,Large Towns,East of England,Coastal,E30000268,Southend,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,2085,80.91127098,49.0647482,31.89448441,16.4028777,7.865707434,42.3501199,20.19184652,26.4,42.6,27.1,3.42206235,-1.008837714
E35000397,Brierley Hill BUASD,31430,Medium Towns,West Midlands,Non-coastal,E30000202,Dudley,Majority conurbation,Working,Higher deprivation towns,No university,Low,385,78.96103896,42.07792208,27.27272727,24.41558442,12.72727273,41.03896104,19.22077922,26.6,43.8,26,3.412987013,-3.29543406
E35000398,Wallasey BUASD,60284,Medium Towns,North West,Coastal,E30000168,Birkenhead,Majority conurbation,Residential,Higher deprivation towns,No university,Low,723,79.80636238,44.67496542,32.50345781,25.31120332,14.66113416,43.43015214,15.90594744,29.6,41.8,26.3,3.419087137,-1.245036256
E35000402,Harwich BUASD,19738,Small Towns,East of England,Coastal,E30000192,Clacton,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,242,83.88429752,35.53719008,18.59504132,18.18181818,14.46280992,49.58677686,23.96694215,38.4,40.1,16.5,2.958677686,-2.798036346
E35000403,Barrow upon Soar BUASD,5956,Small Towns,East Midlands,Non-coastal,E30000230,Leicester,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,48,79.16666667,52.08333333,52.08333333,NA,NA,41.66666667,NA,24.5,32.7,NA,3.854166667,0.173554969
E35000404,Kendal BUASD,28586,Medium Towns,North West,Non-coastal,E30000223,Kendal,Majority rural,Working,Lower deprivation towns,No university,Medium,329,92.07317073,57.01219512,39.51367781,21.27659574,13.67781155,49.84802432,26.74772036,17,47.7,33.4,3.79331307,1.889118975
E35000405,South Shields BUASD,75337,Large Towns,North East,Coastal,E30000245,Newcastle,Majority conurbation,Residential,Higher deprivation towns,No university,Low,826,77.96610169,39.95157385,29.05569007,26.99757869,14.40677966,38.86198547,15.61743341,26.6,47.2,24.3,3.462469734,-2.003480579
E35000414,Corsham BUASD,13432,Small Towns,South West,Non-coastal,E30000280,Trowbridge,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,150,90,57.33333333,40,14.66666667,7.333333333,48,17.33333333,23.5,39.6,33.6,3.686666667,1.627297372
E35000417,Mirfield BUASD,19330,Small Towns,Yorkshire and The Humber,Non-coastal,E30000219,Huddersfield,Majority conurbation,Residential,Mid deprivation towns,No university,Medium,219,86.75799087,54.79452055,34.24657534,22.83105023,17.80821918,51.59817352,25.11415525,19.4,47.9,32.3,3.785388128,4.45905833
E35000418,Coppull BUASD,7959,Small Towns,North West,Non-coastal,E30000255,Preston,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,99,85.85858586,46.46464646,20.2020202,20.2020202,13.13131313,53.53535354,29.29292929,27.7,47.5,NA,3.121212121,-1.788450725
E35000419,Norwich BUASD,186682,Large Towns,East of England,Non-coastal,E30000248,Norwich,Majority town and city (Large Towns),Working,Higher deprivation towns,University,Medium,1613,77.49535028,40.04959702,26.6584005,17.35895846,10.16738996,49.8450093,25.66646001,36,39.6,22.3,3.184748915,-4.017804063
E35000422,Higham Ferrers BUASD,8083,Small Towns,East Midlands,Non-coastal,E30000224,Kettering and Wellingborough,Majority town and city (small),Residential,Lower deprivation towns,No university,Low,94,75.53191489,37.23404255,26.59574468,21.27659574,14.89361702,52.12765957,34.04255319,35.9,41.3,NA,3.287234043,-4.166607118
E35000424,Norton-on-Derwent BUASD,7049,Small Towns,Yorkshire and The Humber,Non-coastal,E30000238,Malton,Majority rural,Working,Mid deprivation towns,No university,Low,86,89.53488372,51.1627907,29.06976744,23.25581395,22.09302326,62.79069767,38.37209302,26.1,51.1,NA,3.337209302,-1.471898725
E35000427,Stourbridge BUASD,63298,Medium Towns,West Midlands,Non-coastal,E30000202,Dudley,Majority conurbation,Residential,Higher deprivation towns,No university,Medium,709,86.45980254,60.93088858,45.13399154,18.89985896,10.29619182,39.21015515,15.23272214,16.6,45.1,36.7,3.895627645,3.184527723
E35000429,Westhoughton BUASD,24126,Medium Towns,North West,Non-coastal,E30000239,Manchester,Majority conurbation,Residential,Mid deprivation towns,No university,Medium,299,79.93311037,49.1638796,33.44481605,24.41471572,15.71906355,54.51505017,25.4180602,22.5,49.7,26.8,3.555183946,0.944128339
E35000431,Felixstowe BUASD,23564,Medium Towns,East of England,Coastal,E30000222,Ipswich,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Low,245,74.28571429,42.85714286,32.65306122,18.7755102,9.387755102,51.83673469,26.93877551,31.6,36,28.3,3.293877551,-3.006915502
E35000436,Yate BUASD,30022,Medium Towns,South West,Non-coastal,E30000180,Bristol,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Low,419,82.77511962,41.14832536,23.86634845,23.86634845,16.9451074,66.34844869,38.18615752,31.8,46.6,20.2,3.224343675,-2.474376394
E35000438,Goldthorpe BUASD,6051,Small Towns,Yorkshire and The Humber,Non-coastal,E30000004,Barnsley,Majority conurbation,Working,Higher deprivation towns,No university,Low,81,65.43209877,18.51851852,18.51851852,23.45679012,16.04938272,37.03703704,16.04938272,45.1,34.1,NA,2.864197531,-9.285628136
E35000439,Whitehaven BUASD,23986,Medium Towns,North West,Coastal,E30000286,Whitehaven,Majority rural,Mixed,Higher deprivation towns,No university,Low,283,82.33215548,36.04240283,17.66784452,36.74911661,30.03533569,55.4770318,34.62897527,36.3,44.8,16,3.084805654,-3.625104199
E35000440,Baildon BUASD,15944,Small Towns,Yorkshire and The Humber,Non-coastal,E30000018,Bradford,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,165,83.03030303,59.39393939,45.45454545,15.75757576,7.878787879,46.66666667,20.60606061,23,39.4,36.4,3.76969697,2.696693887
E35000441,Shefford BUASD,5954,Small Towns,East of England,Non-coastal,E30000272,Stevenage and Welwyn Garden City,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,69,86.95652174,53.62318841,28.98550725,24.63768116,15.94202899,57.97101449,34.7826087,22.9,47.1,NA,3.579710145,2.106567892
E35000442,Lees BUASD,13062,Small Towns,North West,Non-coastal,E30000239,Manchester,Majority conurbation,Residential,Mid deprivation towns,No university,Medium,135,83.7037037,56.2962963,40.74074074,23.7037037,14.81481481,45.18518519,23.7037037,16.8,45.3,36.5,3.866666667,2.972648349
E35000444,Steyning BUASD,6557,Small Towns,South East,Non-coastal,E30000292,Worthing,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,70,95.71428571,77.14285714,57.14285714,14.28571429,NA,55.71428571,20,NA,49.3,43.5,4.285714286,8.083936642
E35000450,Nuneaton BUASD,86552,Large Towns,West Midlands,Non-coastal,E30000195,Coventry,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,1075,82.02979516,39.66480447,29.30232558,18.88372093,14.13953488,51.06976744,29.02325581,30.1,44,23.8,3.338604651,-2.019440204
E35000453,Wisbech BUASD,31573,Medium Towns,East of England,Non-coastal,E30000287,Wisbech,Majority town and city (small),Working,Higher deprivation towns,No university,Low,324,83.33333333,32.40740741,20.0617284,18.82716049,9.567901235,53.39506173,29.32098765,37.8,42.4,17,3.021604938,-4.610811628
E35000455,Chatham BUASD,76792,Large Towns,South East,Non-coastal,E30000242,Medway,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,984,82.01219512,45.93495935,29.9796748,17.37804878,10.16260163,43.90243902,21.2398374,32.6,39.6,23.9,3.254065041,-2.361691643
E35000458,Dukinfield BUASD,20909,Medium Towns,North West,Non-coastal,E30000239,Manchester,Majority conurbation,Working,Higher deprivation towns,No university,Low,241,77.593361,41.49377593,24.89626556,25.31120332,17.01244813,50.62240664,26.97095436,30,46.7,20.8,3.2406639,-1.57866511
E35000462,Falmouth BUASD,22686,Medium Towns,South West,Coastal,E30000051,Falmouth,Majority town and city (small),Working,Higher deprivation towns,University,Medium,204,82.35294118,48.52941176,29.41176471,19.60784314,11.2745098,54.41176471,22.54901961,26.5,47.5,24.5,3.426470588,-0.507146946
