town_code,town_name,population,size,region,coastal,work_town_code,work_town_name,work_town_size,job_density,income,university,perc_age_35_to_64_l4,pop_in_ks4,perc_age_18_l2,perc_age_18_l3,perc_age_19_full_time_higher_ed,perc_age_19_sustained_further_ed,perc_age_19_apprenticeships,perc_age_19_sustained_emp_over_0,perc_age_19_sustained_emp_over_10000,perc_age_22_l1_to_l2,perc_age_22_l3_to_l5,perc_age_22_l6_to_l8,avg_level_age_22,education_score
E34000007,Carlton in Lindrick BUA,5456,Small Towns,East Midlands,Non-coastal,E30000291,Worksop and Retford,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,65,72.30769231,50.76923077,30.76923077,21.53846154,NA,52.30769231,36.92307692,34.9,39.7,NA,3.323076923,-0.533750422
E34000016,Dorchester (West Dorset) BUA,19060,Small Towns,South West,Non-coastal,E30000046,Dorchester and Weymouth,Majority town and city (small),Working,Mid deprivation towns,No university,Medium,239,85.71428571,60.08403361,41.84100418,13.38912134,10.041841,51.0460251,24.68619247,21.7,44.6,33.3,3.732217573,1.952018749
E34000020,Ely BUA,19090,Small Towns,East of England,Non-coastal,E30000186,Cambridge,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,155,83.87096774,45.80645161,35.48387097,10.96774194,7.741935484,57.41935484,27.74193548,34.4,31.2,32.5,3.548387097,-1.044127985
E34000026,Market Weighton BUA,6429,Small Towns,Yorkshire and The Humber,Non-coastal,E30000220,Hull,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,58,91.22807018,49.12280702,25.86206897,25.86206897,NA,58.62068966,31.03448276,NA,66.1,NA,3.482758621,-1.249261949
E34000027,Downham Market BUA,10884,Small Towns,East of England,Non-coastal,E30000225,King's Lynn,Majority rural,Mixed,Higher deprivation towns,No university,Low,93,78.49462366,40.86021505,26.88172043,20.43010753,15.05376344,55.91397849,30.10752688,32.6,44.2,NA,3.161290323,-1.169078452
E34000039,Penrith BUA,15181,Small Towns,North West,Non-coastal,E30000106,Penrith,Majority rural,Working,Lower deprivation towns,No university,Low,158,91.13924051,46.20253165,31.64556962,16.4556962,12.65822785,62.02531646,37.34177215,29.4,40,28.1,3.474683544,0.84513109
E34000048,Bolsover BUA,11754,Small Towns,East Midlands,Non-coastal,E30000190,Chesterfield,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,118,76.27118644,37.28813559,21.18644068,27.11864407,20.33898305,50.84745763,26.27118644,34.5,47.9,NA,3.101694915,-3.717919688
E34000055,March BUA,21051,Medium Towns,East of England,Non-coastal,E30000287,Wisbech,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,235,84.25531915,40.42553191,25.53191489,17.44680851,10.21276596,47.65957447,26.80851064,37.8,37.8,23.6,3.285106383,-2.171307159
E34000056,Southam BUA,6567,Small Towns,West Midlands,Non-coastal,E30000228,Leamington Spa,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,92,90.2173913,67.39130435,38.04347826,21.73913043,16.30434783,52.17391304,25,19.6,47.8,32.6,3.847826087,6.437661398
E34000067,Royston BUA,15781,Small Towns,East of England,Non-coastal,E30000186,Cambridge,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,169,82.24852071,53.84615385,23.66863905,21.89349112,14.20118343,57.98816568,39.05325444,23.7,50.9,23.7,3.384615385,0.29540337
E34000068,Studley BUA,6203,Small Towns,West Midlands,Non-coastal,E30000169,Birmingham,Majority conurbation,Working,Lower deprivation towns,No university,Medium,77,92.20779221,62.33766234,45.45454545,19.48051948,NA,42.85714286,20.77922078,16,50.7,33.3,3.883116883,4.304494117
E34000086,Irthlingborough BUA,7502,Small Towns,East Midlands,Non-coastal,E30000224,Kettering and Wellingborough,Majority town and city (small),Residential,Mid deprivation towns,No university,Low,92,75,34.7826087,16.30434783,31.52173913,21.73913043,47.82608696,27.17391304,30.9,51.1,NA,3,-4.001866891
E34000109,Freshwater BUA,7829,Small Towns,South East,Coastal,E30000070,Isle of Wight,Majority town and city (small),Residential,Higher deprivation towns,No university,Medium,71,76.05633803,42.25352113,28.16901408,25.35211268,14.08450704,54.92957746,30.98591549,30,44.3,NA,3.225352113,-5.023115005
E34000115,Barnoldswick BUA,10435,Small Towns,North West,Non-coastal,E30000182,Burnley,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Low,129,85.27131783,49.6124031,27.13178295,27.13178295,14.72868217,51.9379845,31.78294574,16.8,57.3,22.9,3.403100775,-1.26838592
E34000156,Wirksworth BUA,5038,Small Towns,East Midlands,Non-coastal,E30000200,Derby,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,57,75.43859649,47.36842105,26.31578947,24.56140351,NA,43.85964912,31.57894737,30.9,49.1,NA,3.315789474,-1.264372252
E34000161,Dalton-in-Furness BUA,7827,Small Towns,North West,Non-coastal,E30000163,Barrow-in-Furness,Majority town and city (small),Residential,Mid deprivation towns,No university,Low,112,79.46428571,42.85714286,26.78571429,38.39285714,26.78571429,50.89285714,32.14285714,22.3,53.6,22.3,3.419642857,-0.718396082
E34000174,Bedlington BUA,16974,Small Towns,North East,Non-coastal,E30000173,Blyth and Ashington,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,213,86.85446009,40.37558685,25.82159624,35.21126761,25.35211268,50.70422535,23.94366197,31.2,42.8,23.3,3.309859155,-4.061010691
E34000175,Brigg BUA,6787,Small Towns,Yorkshire and The Humber,Non-coastal,E30000260,Scunthorpe,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,62,88.70967742,48.38709677,32.25806452,20.96774194,NA,41.93548387,17.74193548,21.7,60,NA,3.387096774,0.742113567
E34000181,Widnes BUA,61464,Medium Towns,North West,Non-coastal,E30000284,Warrington and Wigan,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,734,80.24523161,51.08991826,31.33514986,20.98092643,12.94277929,46.73024523,22.07084469,24.4,47.1,25.9,3.45640327,0.263105429
E34000182,Hethersett BUA,5520,Small Towns,East of England,Non-coastal,E30000248,Norwich,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,63,90.47619048,55.55555556,31.74603175,20.63492063,17.46031746,57.14285714,19.04761905,18.5,47.7,NA,3.555555556,1.608629917
E34000184,Coningsby Airfield BUA,5021,Small Towns,East Midlands,Non-coastal,E30000174,Boston,Majority town and city (small),Mixed,Mid deprivation towns,No university,Low,48,75,29.16666667,20.83333333,31.25,22.91666667,54.16666667,29.16666667,36,44,NA,3.020833333,-3.9569896
E34000188,Amble BUA,6025,Small Towns,North East,Coastal,E30000173,Blyth and Ashington,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,69,65.2173913,30.43478261,28.98550725,23.1884058,17.39130435,39.13043478,20.28985507,35.7,40,NA,3.173913043,-7.090910923
E34000193,Skelton (Redcar and Cleveland) BUA,6535,Small Towns,North East,Non-coastal,E30000093,Middlesbrough and Stockton,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,91,86.81318681,50.54945055,27.47252747,24.17582418,16.48351648,47.25274725,14.28571429,14.6,60.7,NA,3.538461538,1.381818433
E34000231,Seaford BUA,22584,Medium Towns,South East,Coastal,E30000204,Eastbourne,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,223,86.9955157,52.01793722,31.39013453,14.34977578,8.520179372,53.3632287,25.56053812,17.9,56.7,24.6,3.511210762,0.183946279
E34000234,Ryhill BUA,5150,Small Towns,Yorkshire and The Humber,Non-coastal,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,56,76.78571429,39.28571429,17.85714286,NA,NA,48.21428571,23.21428571,41.1,39.3,NA,3.017857143,-3.813706933
E34000242,Budleigh Salterton BUA,5185,Small Towns,South West,Coastal,E30000206,Exeter,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,41,82.92682927,51.2195122,48.7804878,NA,NA,48.7804878,NA,24.4,34.1,NA,3.634146341,1.419986073
E34000250,Great Dunmow BUA,7749,Small Towns,East of England,Non-coastal,E30000188,Chelmsford,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,76,86.84210526,43.42105263,26.31578947,14.47368421,NA,59.21052632,36.84210526,32,46.7,NA,3.25,-0.309563755
E34000271,Wideopen BUA,8976,Small Towns,North East,Non-coastal,E30000245,Newcastle,Majority conurbation,Mixed,Mid deprivation towns,No university,Low,78,83.33333333,41.02564103,25.64102564,34.61538462,25.64102564,58.97435897,29.48717949,20.5,50,NA,3.448717949,-0.955169026
E34000273,Frodsham BUA,9032,Small Towns,North West,Non-coastal,E30000284,Warrington and Wigan,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,108,81.48148148,59.25925926,46.2962963,18.51851852,11.11111111,44.44444444,16.66666667,21.3,33.3,41.7,3.916666667,3.999734957
E34000278,Rothwell BUA,7694,Small Towns,East Midlands,Non-coastal,E30000224,Kettering and Wellingborough,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,96,75,31.25,15.625,21.875,14.58333333,62.5,29.16666667,38.3,42.6,NA,3.020833333,-6.163408673
E34000290,Chard BUA,13074,Small Towns,South West,Non-coastal,E30000293,Yeovil,Majority rural,Mixed,Higher deprivation towns,No university,Low,166,77.10843373,42.1686747,21.08433735,26.5060241,15.6626506,51.80722892,29.51807229,34.8,44.5,18.3,3.15060241,-4.268131254
E34000306,Hook (Hart) BUA,7934,Small Towns,South East,Non-coastal,E30000164,Basingstoke,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,100,86,61,55,11,NA,53,23,17.2,34.3,45.5,4.11,3.860304863
E34000310,Rainworth BUA,7693,Small Towns,East Midlands,Non-coastal,E30000240,Mansfield,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,87,80.45977011,51.72413793,28.73563218,31.03448276,18.3908046,52.87356322,33.33333333,27.1,49.4,NA,3.517241379,-0.241286848
E34000313,Beverley BUA,30587,Medium Towns,Yorkshire and The Humber,Non-coastal,E30000220,Hull,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,342,87.71929825,58.47953216,38.01169591,22.80701754,15.49707602,45.61403509,19.00584795,15.2,51,32.3,3.786549708,2.763057391
E34000327,Haverhill BUA,27041,Medium Towns,East of England,Non-coastal,E30000186,Cambridge,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Low,322,92.23602484,42.54658385,27.95031056,18.94409938,13.04347826,58.38509317,34.47204969,34.3,41.4,23.1,3.319875776,-2.564226331
E34000353,St Leonards BUA,5984,Small Towns,South West,Non-coastal,E30000175,Bournemouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,39,92.30769231,69.23076923,51.28205128,NA,NA,53.84615385,NA,NA,43.2,NA,4.153846154,6.610611497
E34000360,Upton (Wakefield) BUA,5874,Small Towns,Yorkshire and The Humber,Non-coastal,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,85,94.11764706,41.17647059,23.52941176,22.35294118,14.11764706,47.05882353,30.58823529,31.3,55.4,NA,3.129411765,-0.513536679
E34000363,Wincanton BUA,5435,Small Towns,South West,Non-coastal,E30000293,Yeovil,Majority rural,Working,Mid deprivation towns,No university,Low,63,76.19047619,33.33333333,23.80952381,23.80952381,NA,55.55555556,28.57142857,35.5,45.2,NA,3.063492063,-6.01236232
E34000387,Chinnor BUA,5473,Small Towns,South East,Non-coastal,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,74,79.72972973,54.05405405,40.54054054,14.86486486,NA,50,24.32432432,29.2,33.3,34.7,3.635135135,-0.164720472
E34000396,Thurcroft BUA,5115,Small Towns,Yorkshire and The Humber,Non-coastal,E30000261,Sheffield,Majority conurbation,Residential,Higher deprivation towns,No university,Low,62,72.58064516,32.25806452,16.12903226,29.03225806,19.35483871,35.48387097,NA,41.7,45,NA,2.661290323,-6.371799113
E34000403,Exmouth BUA,34432,Medium Towns,South West,Coastal,E30000206,Exeter,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,389,83.80462725,42.93059126,25.70694087,16.70951157,12.85347044,48.84318766,23.13624679,38.2,39.5,20.7,3.151670951,-3.325032651
E34000409,Bolton-le-Sands BUA,6995,Small Towns,North West,Non-coastal,E30000076,Lancaster and Morecambe,Majority town and city (small),Residential,Lower deprivation towns,No university,Medium,70,97.14285714,65.71428571,57.14285714,NA,NA,51.42857143,17.14285714,20,37.1,42.9,4.085714286,6.357287162
E34000416,Crediton BUA,7835,Small Towns,South West,Non-coastal,E30000206,Exeter,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Medium,94,84.04255319,43.61702128,21.27659574,22.34042553,10.63829787,50,23.40425532,34,43.6,NA,3.234042553,-1.812283999
E34000430,Henley-on-Thames BUA,11494,Small Towns,South East,Non-coastal,E30000256,Reading,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,100,83,64,50,NA,NA,50,24,17.8,44.6,34.7,3.72,3.362878498
E34000440,Snodland BUA,10211,Small Towns,South East,Non-coastal,E30000242,Medway,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,125,79.2,39.2,16,16,10.4,51.2,32.8,44.1,37.8,NA,2.896,-1.970367969
E34000458,Meltham BUA,7836,Small Towns,Yorkshire and The Humber,Non-coastal,E30000219,Huddersfield,Majority conurbation,Residential,Mid deprivation towns,No university,Medium,97,95.87628866,64.94845361,51.54639175,18.55670103,16.49484536,48.45360825,20.6185567,NA,48.5,41.2,4.12371134,5.804185058
E34000469,Minehead BUA,11981,Small Towns,South West,Coastal,E30000095,Minehead,Majority rural,Working,Higher deprivation towns,No university,Low,111,88.28828829,45.94594595,27.02702703,26.12612613,10.81081081,50.45045045,23.42342342,31.3,41.1,26.8,3.441441441,-2.847094207
E34000473,Daventry BUA,23879,Medium Towns,East Midlands,Non-coastal,E30000247,Northampton,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Low,315,73.96825397,37.46031746,28.57142857,18.0952381,12.06349206,58.73015873,30.15873016,35.4,37.7,23.7,3.193650794,-3.297142446
E34000482,Keyworth BUA,6733,Small Towns,East Midlands,Non-coastal,E30000249,Nottingham,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,71,94.36619718,63.38028169,49.29577465,21.12676056,14.08450704,42.25352113,23.94366197,19.7,36.6,42.3,4.070422535,5.628841984
E34000490,Deal BUA,30555,Medium Towns,South East,Coastal,E30000241,Margate and Ramsgate,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,350,78.85714286,45.14285714,30,17.71428571,8.285714286,40,20.57142857,35.2,36.1,25.6,3.28,-3.141037157
E34000499,Hythe BUA,20201,Medium Towns,South East,Non-coastal,E30000267,Southampton,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,233,78.96995708,42.48927039,21.45922747,23.60515021,15.45064378,56.65236052,33.47639485,30.9,47.6,19.3,3.184549356,-1.985380107
E34000504,Ibstock BUA,5650,Small Towns,East Midlands,Non-coastal,E30000230,Leicester,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Low,89,86.51685393,49.43820225,33.70786517,23.59550562,15.73033708,57.30337079,35.95505618,28.6,41.8,27.5,3.460674157,-2.899667069
E34000508,Market Deeping BUA,13574,Small Towns,East Midlands,Non-coastal,E30000108,Peterborough,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,186,86.55913978,64.51612903,40.32258065,22.58064516,13.97849462,55.37634409,27.41935484,18.7,44.9,34.8,3.806451613,3.507476118
E34000509,Horncastle BUA,6815,Small Towns,East Midlands,Non-coastal,E30000264,Skegness and Louth,Majority town and city (small),Working,Higher deprivation towns,No university,Low,73,82.19178082,54.79452055,41.09589041,17.80821918,NA,49.31506849,23.28767123,25.7,33.8,40.5,3.95890411,3.418697624
E34000521,Glastonbury BUA,8471,Small Towns,South West,Non-coastal,E30000274,Street and Wells,Majority rural,Working,Higher deprivation towns,No university,Medium,89,83.14606742,51.68539326,28.08988764,16.85393258,12.35955056,42.69662921,14.60674157,22.5,53.9,NA,3.382022472,-0.550202426
E34000527,Witham BUA,25353,Medium Towns,East of England,Non-coastal,E30000188,Chelmsford,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,270,82.22222222,37.03703704,20.37037037,16.2962963,10.74074074,54.44444444,34.07407407,46.3,36.2,16.8,3.037037037,-3.92266164
E34000550,Holmes Chapel BUA,5605,Small Towns,North West,Non-coastal,E30000197,Crewe,Majority town and city (small),Mixed,Lower deprivation towns,No university,High,73,93.15068493,68.49315068,47.94520548,20.54794521,19.17808219,50.68493151,24.65753425,NA,42.7,46.7,4.273972603,6.657041755
E34000553,Whaley Bridge BUA,5140,Small Towns,East Midlands,Non-coastal,E30000239,Manchester,Majority conurbation,Mixed,Lower deprivation towns,No university,Medium,67,91.04477612,68.65671642,52.23880597,NA,NA,46.26865672,23.88059701,NA,50.8,38.5,4.104477612,3.806320645
E34000567,Gerrards Cross BUA,20633,Medium Towns,South East,Non-coastal,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,246,96.73469388,80,71.13821138,7.723577236,4.471544715,36.58536585,10.56910569,6.5,32.5,58.9,4.650406504,9.95812099
E34000573,Ulverston BUA,11356,Small Towns,North West,Non-coastal,E30000163,Barrow-in-Furness,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,117,81.1965812,52.13675214,21.36752137,40.17094017,23.07692308,47.86324786,23.93162393,24.1,56.9,NA,3.230769231,0.193445297
E34000574,Chapeltown BUA,23056,Medium Towns,Yorkshire and The Humber,Non-coastal,E30000261,Sheffield,Majority conurbation,Mixed,Mid deprivation towns,No university,Low,269,84.3866171,50.92936803,29.73977695,27.50929368,18.58736059,60.22304833,29.36802974,20.2,52.4,26.2,3.598513011,1.220084116
E34000589,Hornsea BUA,8432,Small Towns,Yorkshire and The Humber,Coastal,E30000220,Hull,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Medium,98,81.63265306,53.06122449,30.6122449,23.46938776,15.30612245,46.93877551,18.36734694,31.3,43.4,25.3,3.408163265,1.573747159
E34000591,Wem BUA,5870,Small Towns,West Midlands,Non-coastal,E30000262,Shrewsbury,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Low,70,87.14285714,57.14285714,35.71428571,20,NA,44.28571429,17.14285714,18.6,50,NA,3.571428571,2.12673052
E34000597,Loughborough BUA,59932,Medium Towns,East Midlands,Non-coastal,E30000230,Leicester,Majority town and city (Large Towns),Working,Mid deprivation towns,University,Medium,497,79.47686117,43.46076459,36.21730382,19.9195171,11.87122736,48.49094567,22.73641851,29.9,36.7,30.1,3.466800805,-1.853352661
E34000628,Maghull BUA,26997,Medium Towns,North West,Non-coastal,E30000233,Liverpool,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,304,88.81578947,53.94736842,47.69736842,23.35526316,14.80263158,58.55263158,18.09210526,18.3,42.2,39.2,4.009868421,3.747497559
E34000633,Southport BUA,91703,Large Towns,North West,Coastal,E30000233,Liverpool,Majority conurbation,Mixed,Higher deprivation towns,No university,Medium,1005,87.1641791,58.00995025,42.78606965,17.6119403,9.850746269,45.77114428,14.52736318,18.1,46.6,33.4,3.767164179,2.319207046
E34000645,Thornbury BUA,11687,Small Towns,South West,Non-coastal,E30000180,Bristol,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,160,84.375,60.625,46.875,18.75,15,60,26.875,21.7,40.4,37.3,3.81875,3.299333602
E34000656,Street BUA,12911,Small Towns,South West,Non-coastal,E30000274,Street and Wells,Majority rural,Working,Mid deprivation towns,No university,Low,146,82.87671233,58.90410959,34.24657534,16.43835616,8.219178082,49.31506849,24.65753425,23.8,44.2,30.6,3.582191781,1.190595416
E34000682,Bishop's Waltham BUA,6275,Small Towns,South East,Non-coastal,E30000267,Southampton,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,71,78.87323944,46.47887324,35.21126761,22.53521127,14.08450704,45.07042254,19.71830986,25,44.4,NA,3.38028169,-2.147693195
E34000692,Frome BUA,26203,Medium Towns,South West,Non-coastal,E30000280,Trowbridge,Majority town and city (small),Residential,Higher deprivation towns,No university,Medium,329,68.99696049,41.94528875,25.83586626,17.9331307,9.422492401,50.75987842,22.49240122,38.2,37.6,21.2,3.027355623,-2.829698506
E34000697,Bagshot BUA,5430,Small Towns,South East,Non-coastal,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,46,89.13043478,54.34782609,43.47826087,NA,NA,54.34782609,30.43478261,28.3,39.1,NA,3.695652174,1.749858286
E34000710,Ross-on-Wye BUA,10582,Small Towns,West Midlands,Non-coastal,K01000005,Cinderford and Ross-on-Wye,Majority rural,Working,Higher deprivation towns,No university,Medium,108,79.62962963,44.44444444,32.40740741,18.51851852,12.03703704,46.2962963,17.59259259,33,38.5,27.5,3.37962963,-2.967170753
E34000712,Storrington BUA,8618,Small Towns,South East,Non-coastal,E30000196,Crawley,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,77,92.20779221,59.74025974,45.45454545,19.48051948,NA,49.35064935,20.77922078,17.1,40.8,39.5,3.974025974,4.608072865
E34000732,Alnwick BUA,8116,Small Towns,North East,Non-coastal,E30000173,Blyth and Ashington,Majority town and city (small),Working,Higher deprivation towns,No university,Medium,95,89.47368421,45.26315789,42.10526316,27.36842105,11.57894737,45.26315789,16.84210526,23.7,44.3,30.9,3.663157895,-1.469337199
E34000741,Billinge BUA,5896,Small Towns,North West,Non-coastal,E30000284,Warrington and Wigan,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,52,96.15384615,59.61538462,38.46153846,38.46153846,34.61538462,57.69230769,36.53846154,NA,60.4,NA,3.75,3.528191799
E34000755,Hailsham BUA,19977,Small Towns,South East,Non-coastal,E30000204,Eastbourne,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,228,75.87719298,39.03508772,21.92982456,17.10526316,10.0877193,53.94736842,28.07017544,30.7,44.7,17.5,2.98245614,-4.105393361
E34000762,Richmond BUA,8413,Small Towns,Yorkshire and The Humber,Non-coastal,E30000246,Northallerton,Majority rural,Mixed,Lower deprivation towns,No university,Medium,82,84.14634146,58.53658537,42.68292683,18.29268293,14.63414634,57.31707317,21.95121951,23.8,34.5,41.7,3.93902439,4.578194903
E34000766,Cheddar BUA,5199,Small Towns,South West,Non-coastal,E30000285,Weston-super-Mare,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,64,95.3125,64.0625,46.875,NA,NA,43.75,20.3125,25.4,33.3,39.7,3.921875,3.808250711
E34000768,Oakley (Basingstoke and Deane) BUA,5086,Small Towns,South East,Non-coastal,E30000164,Basingstoke,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,56,96.42857143,66.07142857,44.64285714,NA,NA,58.92857143,26.78571429,NA,55.2,NA,3.875,7.015299545
E34000776,Mablethorpe BUA,12531,Small Towns,East Midlands,Coastal,E30000264,Skegness and Louth,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,100,75,44,20,23,13,43,14,33,52,NA,3.12,-2.941145442
E34000786,Lutterworth BUA,9907,Small Towns,East Midlands,Non-coastal,E30000230,Leicester,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,130,82.30769231,52.30769231,38.46153846,16.92307692,10.76923077,55.38461538,29.23076923,23.3,43.4,31,3.638461538,-0.068426354
E34000792,Sawston BUA,7275,Small Towns,East of England,Non-coastal,E30000186,Cambridge,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,77,84.41558442,51.94805195,32.46753247,18.18181818,NA,48.05194805,27.27272727,23.7,46.1,NA,3.441558442,1.187961052
E34000796,Sidmouth BUA,12569,Small Towns,South West,Coastal,E30000263,Sidmouth,Majority rural,Mixed,Lower deprivation towns,No university,Medium,107,84.11214953,52.3364486,37.38317757,14.01869159,11.21495327,57.00934579,20.56074766,24.8,41.3,32.1,3.560747664,1.241814934
E34000815,Epping BUA,10289,Small Towns,East of England,Non-coastal,E30000234,London,Majority conurbation,Working,Lower deprivation towns,No university,Medium,81,90.12345679,62.96296296,37.03703704,18.51851852,12.34567901,49.38271605,25.92592593,21,48.1,30.9,3.716049383,3.11249282
E34000830,Torpoint BUA,7717,Small Towns,South West,Coastal,E30000253,Plymouth,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,81,72.83950617,44.44444444,37.03703704,22.22222222,12.34567901,51.85185185,16.04938272,30.4,48.1,NA,3.271604938,-0.715392574
E34000839,Hilton (South Derbyshire) BUA,7714,Small Towns,East Midlands,Non-coastal,E30000200,Derby,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,98,87.75510204,55.10204082,35.71428571,23.46938776,15.30612245,61.2244898,26.53061224,17.5,49.5,30.9,3.744897959,1.067191916
E34000843,Burghfield Common BUA,5932,Small Towns,South East,Non-coastal,E30000256,Reading,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,90,83.33333333,55.55555556,33.33333333,14.44444444,NA,58.88888889,34.44444444,23.6,46.1,28.1,3.511111111,1.792829385
E34000850,Buckingham BUA,12890,Small Towns,South East,Non-coastal,E30000243,Milton Keynes,Majority town and city (Large Towns),Working,Lower deprivation towns,University,Medium,165,92.12121212,66.06060606,57.57575758,11.51515152,6.060606061,42.42424242,18.18181818,23.9,23.3,52.1,4.339393939,5.494822908
E34000852,Netley BUA,6338,Small Towns,South East,Coastal,E30000267,Southampton,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,77,72.72727273,40.25974026,25.97402597,22.07792208,14.28571429,59.74025974,28.57142857,22.8,50.6,NA,3.428571429,-2.936731906
E34000857,Brackley BUA,13018,Small Towns,East Midlands,Non-coastal,E30000161,Banbury,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,192,89.58333333,60.41666667,36.45833333,15.625,10.9375,56.25,31.25,21.8,46.1,31.1,3.640625,2.148885342
E34000867,Ivybridge BUA,11851,Small Towns,South West,Non-coastal,E30000253,Plymouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,175,82.85714286,56,40,22.28571429,14.85714286,42.28571429,16.57142857,20.7,39.1,37.4,3.84,2.840554708
E34000879,Marske-by-the-Sea BUA,8282,Small Towns,North East,Coastal,E30000093,Middlesbrough and Stockton,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,86,77.90697674,46.51162791,40.69767442,27.90697674,23.25581395,43.02325581,16.27906977,19.5,42.5,34.5,3.674418605,1.13237635
E34000884,Denmead BUA,6107,Small Towns,South East,Non-coastal,E30000254,Portsmouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,89,87.64044944,53.93258427,39.3258427,14.60674157,NA,52.80898876,23.59550562,20.7,44.8,34.5,3.842696629,2.288312691
E34000885,Paddock Wood BUA,7840,Small Towns,South East,Non-coastal,E30000281,Tunbridge Wells,Majority town and city (small),Working,Lower deprivation towns,No university,Low,82,86.58536585,52.43902439,30.48780488,15.85365854,NA,60.97560976,40.24390244,36.6,37.8,NA,3.317073171,-0.320502188
E34000891,Garforth BUA,14838,Small Towns,Yorkshire and The Humber,Non-coastal,E30000229,Leeds,Majority conurbation,Mixed,Lower deprivation towns,No university,Medium,153,99.34640523,62.09150327,39.21568627,19.60784314,11.76470588,53.59477124,24.83660131,25.2,39.4,35.5,3.836601307,4.63527406
E34000922,Northallerton BUA,16832,Small Towns,Yorkshire and The Humber,Non-coastal,E30000246,Northallerton,Majority rural,Working,Mid deprivation towns,No university,Medium,171,80.11695906,48.5380117,29.23976608,27.48538012,16.95906433,52.63157895,27.48538012,31.4,40.8,26.6,3.415204678,-1.4375767
